VARIABLE,TIME/CHAINAGE,0.000000,2000.000,4000.000
WvHt,23/06/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,23/06/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,23/06/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,24/06/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,24/06/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,24/06/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,25/06/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,25/06/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,25/06/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,26/06/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,26/06/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,26/06/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,27/06/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,27/06/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,27/06/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,28/06/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,28/06/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,28/06/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,29/06/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,29/06/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,29/06/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,30/06/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,30/06/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,30/06/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,01/07/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,01/07/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,01/07/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,02/07/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,02/07/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,02/07/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,03/07/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,03/07/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,03/07/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,04/07/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,04/07/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,04/07/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,05/07/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,05/07/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,05/07/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,06/07/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,06/07/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,06/07/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,07/07/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,07/07/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,07/07/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,08/07/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,08/07/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,08/07/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,09/07/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,09/07/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,09/07/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,10/07/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,10/07/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,10/07/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,11/07/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,11/07/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,11/07/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,12/07/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,12/07/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,12/07/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,13/07/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,13/07/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,13/07/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,14/07/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,14/07/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,14/07/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,15/07/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,15/07/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,15/07/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,16/07/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,16/07/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,16/07/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,17/07/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,17/07/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,17/07/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,18/07/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,18/07/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,18/07/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,19/07/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,19/07/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,19/07/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,20/07/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,20/07/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,20/07/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,21/07/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,21/07/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,21/07/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,22/07/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,22/07/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,22/07/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,23/07/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,23/07/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,23/07/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,24/07/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,24/07/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,24/07/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,25/07/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,25/07/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,25/07/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,26/07/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,26/07/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,26/07/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,27/07/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,27/07/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,27/07/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,28/07/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,28/07/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,28/07/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,29/07/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,29/07/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,29/07/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,30/07/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,30/07/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,30/07/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,31/07/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,31/07/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,31/07/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,01/08/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,01/08/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,01/08/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,02/08/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,02/08/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,02/08/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,03/08/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,03/08/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,03/08/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,04/08/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,04/08/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,04/08/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,05/08/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,05/08/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,05/08/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,06/08/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,06/08/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,06/08/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,07/08/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,07/08/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,07/08/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,08/08/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,08/08/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,08/08/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,09/08/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,09/08/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,09/08/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,10/08/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,10/08/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,10/08/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,11/08/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,11/08/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,11/08/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,12/08/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,12/08/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,12/08/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,13/08/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,13/08/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,13/08/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,14/08/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,14/08/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,14/08/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,15/08/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,15/08/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,15/08/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,16/08/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,16/08/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,16/08/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,17/08/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,17/08/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,17/08/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,18/08/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,18/08/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,18/08/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,19/08/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,19/08/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,19/08/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,20/08/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,20/08/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,20/08/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,21/08/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,21/08/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,21/08/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,22/08/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,22/08/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,22/08/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,23/08/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,23/08/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,23/08/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,24/08/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,24/08/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,24/08/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,25/08/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,25/08/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,25/08/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,26/08/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,26/08/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,26/08/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,27/08/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,27/08/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,27/08/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,28/08/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,28/08/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,28/08/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,29/08/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,29/08/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,29/08/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,30/08/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,30/08/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,30/08/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,31/08/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,31/08/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,31/08/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,01/09/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,01/09/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,01/09/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,02/09/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,02/09/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,02/09/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,03/09/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,03/09/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,03/09/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,04/09/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,04/09/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,04/09/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,05/09/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,05/09/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,05/09/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,06/09/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,06/09/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,06/09/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,07/09/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,07/09/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,07/09/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,08/09/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,08/09/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,08/09/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,09/09/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,09/09/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,09/09/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,10/09/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,10/09/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,10/09/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,11/09/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,11/09/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,11/09/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,12/09/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,12/09/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,12/09/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,13/09/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,13/09/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,13/09/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,14/09/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,14/09/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,14/09/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,15/09/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,15/09/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,15/09/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,16/09/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,16/09/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,16/09/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,17/09/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,17/09/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,17/09/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,18/09/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,18/09/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,18/09/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,19/09/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,19/09/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,19/09/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,20/09/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,20/09/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,20/09/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,21/09/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,21/09/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,21/09/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,22/09/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,22/09/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,22/09/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,23/09/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,23/09/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,23/09/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,24/09/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,24/09/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,24/09/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,25/09/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,25/09/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,25/09/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,26/09/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,26/09/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,26/09/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,27/09/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,27/09/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,27/09/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,28/09/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,28/09/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,28/09/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,29/09/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,29/09/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,29/09/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,30/09/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,30/09/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,30/09/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,01/10/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,01/10/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,01/10/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,02/10/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,02/10/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,02/10/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,03/10/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,03/10/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,03/10/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,04/10/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,04/10/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,04/10/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,05/10/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,05/10/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,05/10/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,06/10/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,06/10/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,06/10/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,07/10/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,07/10/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,07/10/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,08/10/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,08/10/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,08/10/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,09/10/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,09/10/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,09/10/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,10/10/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,10/10/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,10/10/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,11/10/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,11/10/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,11/10/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,12/10/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,12/10/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,12/10/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,13/10/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,13/10/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,13/10/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,14/10/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,14/10/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,14/10/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,15/10/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,15/10/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,15/10/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,16/10/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,16/10/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,16/10/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,17/10/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,17/10/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,17/10/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,18/10/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,18/10/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,18/10/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,19/10/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,19/10/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,19/10/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,20/10/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,20/10/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,20/10/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,21/10/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,21/10/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,21/10/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,22/10/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,22/10/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,22/10/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,23/10/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,23/10/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,23/10/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,24/10/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,24/10/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,24/10/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,25/10/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,25/10/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,25/10/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,26/10/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,26/10/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,26/10/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,27/10/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,27/10/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,27/10/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,28/10/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,28/10/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,28/10/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,29/10/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,29/10/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,29/10/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,30/10/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,30/10/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,30/10/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,31/10/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,31/10/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,31/10/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,01/11/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,01/11/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,01/11/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,02/11/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,02/11/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,02/11/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,03/11/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,03/11/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,03/11/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,04/11/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,04/11/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,04/11/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,05/11/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,05/11/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,05/11/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,06/11/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,06/11/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,06/11/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,07/11/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,07/11/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,07/11/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,08/11/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,08/11/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,08/11/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,09/11/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,09/11/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,09/11/2037 00:00:00,90.00000,90.00000,90.00000
WvHt,10/11/2037 00:00:00,1.118932,1.118932,1.118932
WvPer,10/11/2037 00:00:00,10.00000,10.00000,10.00000
WvDir,10/11/2037 00:00:00,90.00000,90.00000,90.00000
